Gene.stable.ID,Gene.name
ENSMUSG00000034247,PLEKHM1
ENSMUSG00000001983,TACO1
ENSMUSG00000020400,TNIP1
ENSMUSG00000112820,GM48298
ENSMUSG00000023015,RACGAP1
ENSMUSG00000036009,METTL25
ENSMUSG00000076620,IGHJ2
ENSMUSG00000084856,GM11528
ENSMUSG00000081139,GM13333
ENSMUSG00000085255,TACO1OS
ENSMUSG00000109526,GM9357
ENSMUSG00000109026,GM44683
ENSMUSG00000109099,GM20074
ENSMUSG00000107704,GM36355
ENSMUSG00000044938,KLHL31
ENSMUSG00000085229,GM11672
ENSMUSG00000074092,GM6181
ENSMUSG00000020700,MAP3K3
ENSMUSG00000107736,GM44148
ENSMUSG00000109312,GM44682
ENSMUSG00000030107,USP18
ENSMUSG00000101683,1700028D13RIK
ENSMUSG00000115429,GM49153
ENSMUSG00000087201,GM15261
ENSMUSG00000115348,GM49155
ENSMUSG00000099418,GM6657
ENSMUSG00000115398,GM534
ENSMUSG00000110838,GM47789
ENSMUSG00000111225,GM47790
ENSMUSG00000031355,ARHGAP6
ENSMUSG00000018862,OTOP3
ENSMUSG00000118486,GM30172
ENSMUSG00000115599,GM49154
ENSMUSG00000058799,NAP1L1
ENSMUSG00000111014,GM47795
ENSMUSG00000033295,PTPRF
ENSMUSG00000098682,OTX2OS1
ENSMUSG00000032802,SRXN1
ENSMUSG00000085360,ARHGAP27OS2
ENSMUSG00000080812,GM13526
ENSMUSG00000085733,ARHGAP27OS1
ENSMUSG00000083678,GM12989
ENSMUSG00000019897,CCDC59
ENSMUSG00000037157,IL22RA1
ENSMUSG00000076621,IGHJ1
ENSMUSG00000034255,ARHGAP27
ENSMUSG00000092029,GM9027
ENSMUSG00000025509,PNPLA2
ENSMUSG00000034653,YTHDC2
ENSMUSG00000113792,GM10933
ENSMUSG00000039983,CCDC32
ENSMUSG00000113571,GM48137
ENSMUSG00000108784,4930517G19RIK
ENSMUSG00000085828,GM15612
ENSMUSG00000108574,GM44981
ENSMUSG00000040770,IL25
ENSMUSG00000020590,SNX13
ENSMUSG00000074743,THBD
ENSMUSG00000023942,SLC29A1
ENSMUSG00000115130,GM49152
ENSMUSG00000038599,CAPN8
ENSMUSG00000104014,4930562F17RIK
ENSMUSG00000033152,PODXL2
ENSMUSG00000115008,4933429O19RIK
ENSMUSG00000082911,GM14119
ENSMUSG00000045555,METTL24
ENSMUSG00000042477,TFAP2E
ENSMUSG00000030291,MED21
ENSMUSG00000061992,GM4953
ENSMUSG00000027435,CD93
ENSMUSG00000104169,GM7430
ENSMUSG00000044820,AY074887
ENSMUSG00000034586,HID1
ENSMUSG00000094028,IGHD4-1
ENSMUSG00000094552,IGHD3-2
ENSMUSG00000032301,PSMA4
ENSMUSG00000090448,GM17192
ENSMUSG00000096420,IGHD5-6
ENSMUSG00000060204,SLC10A4L
ENSMUSG00000116619,GM49615
ENSMUSG00000095656,IGHD2-8
ENSMUSG00000074627,MROH8
ENSMUSG00000040828,CATSPERD
ENSMUSG00000041859,MCM3
ENSMUSG00000094957,IGHD5-5
ENSMUSG00000094057,IGHD2-7
ENSMUSG00000110427,4933406B17RIK
ENSMUSG00000094268,IGHD5-8
ENSMUSG00000084291,GM6654
ENSMUSG00000070594,GM4788
ENSMUSG00000096884,IGHD5-4
ENSMUSG00000040234,TM7SF3
ENSMUSG00000105085,GM42567
ENSMUSG00000105595,GM49316
ENSMUSG00000096250,IGHD2-6
ENSMUSG00000040943,TET2
ENSMUSG00000067220,CNGA1
ENSMUSG00000081219,BAMBI-PS1
ENSMUSG00000095592,IGHD5-7
ENSMUSG00000101840,GM28294
ENSMUSG00000093876,IGHD5-3
ENSMUSG00000026204,PTPRN
ENSMUSG00000112910,GM29685
ENSMUSG00000095897,IGHD2-5
ENSMUSG00000085932,GM15556
ENSMUSG00000022974,PAXBP1
ENSMUSG00000060128,GM2710
ENSMUSG00000116782,GM46562
ENSMUSG00000034009,RXFP1
ENSMUSG00000116987,GM49625
ENSMUSG00000112401,GM47999
ENSMUSG00000103203,GM37327
ENSMUSG00000102430,GM38051
ENSMUSG00000096396,IGHD5-2
ENSMUSG00000037942,CRP
ENSMUSG00000116544,GM49626
ENSMUSG00000084866,A930006K02RIK
ENSMUSG00000089719,GM15758
ENSMUSG00000105124,GM5297
ENSMUSG00000095444,IGHD2-4
ENSMUSG00000100837,1700063D05RIK
ENSMUSG00000096301,IGHD6-2
ENSMUSG00000110577,1700112L15RIK
ENSMUSG00000036598,CCDC113
ENSMUSG00000086870,GM15288
ENSMUSG00000027353,MCM8
ENSMUSG00000079071,SLC28A2B
ENSMUSG00000082743,GM12988
ENSMUSG00000027642,RPN2
ENSMUSG00000086649,GM15286
ENSMUSG00000111430,OLFR950-PS1
ENSMUSG00000095455,MUP-PS3
ENSMUSG00000018474,CHD3
ENSMUSG00000087678,GM14120
ENSMUSG00000094269,OLFR951
ENSMUSG00000096654,MUP-PS29
ENSMUSG00000036992,NXT1
ENSMUSG00000083293,MUP-PS28
ENSMUSG00000117342,GM31818
ENSMUSG00000103711,TSTD1
ENSMUSG00000058856,OLFR952
ENSMUSG00000110636,GM39397
ENSMUSG00000102532,GM37227
ENSMUSG00000078632,LRRC37A
ENSMUSG00000110985,OLFR953-PS1
ENSMUSG00000054196,CTHRC1
ENSMUSG00000021666,GFM2
ENSMUSG00000096568,IGHD2-3
ENSMUSG00000081359,COX20B
ENSMUSG00000108990,GM44648
ENSMUSG00000094745,OLFR954
ENSMUSG00000095399,IGHD6-1
ENSMUSG00000046480,SCN4B
ENSMUSG00000030706,MRPL48
ENSMUSG00000026641,USF1
ENSMUSG00000050830,VWC2
ENSMUSG00000098204,GM26984
ENSMUSG00000076630,IGHD1-1
ENSMUSG00000114482,GM7604
ENSMUSG00000063176,OLFR955
ENSMUSG00000034239,GM884
ENSMUSG00000118463,GM9730
ENSMUSG00000099647,GM5776
ENSMUSG00000019767,CCDC170
ENSMUSG00000051804,ADAM6B
ENSMUSG00000097638,CARLR
ENSMUSG00000027439,GZF1
ENSMUSG00000109050,GM6290
ENSMUSG00000108520,GM44684
ENSMUSG00000093818,IGHD3-1
ENSMUSG00000118119,GM9937
ENSMUSG00000031383,DUSP9
ENSMUSG00000095549,IGHD5-1
ENSMUSG00000076632,GM16968
ENSMUSG00000062202,BTBD9
ENSMUSG00000038298,PDZK1
ENSMUSG00000043945,ADAM6A
ENSMUSG00000055148,KLF2
ENSMUSG00000081676,GM11643
ENSMUSG00000102901,IGHV5-1
ENSMUSG00000053007,CREB5
ENSMUSG00000040759,CMTM5
ENSMUSG00000046562,UNC119B
ENSMUSG00000020945,LYZL6
ENSMUSG00000031354,AMELX
ENSMUSG00000027199,GATM
ENSMUSG00000083907,PLK-PS1
ENSMUSG00000025270,ALAS2
ENSMUSG00000057093,ZFP607B
ENSMUSG00000040929,RFX3
ENSMUSG00000055994,NOD2
ENSMUSG00000027966,COL11A1
ENSMUSG00000081611,GM13651
ENSMUSG00000085277,GM13943
ENSMUSG00000091426,GM17228
ENSMUSG00000082006,GM13649
ENSMUSG00000023965,FBXL17
ENSMUSG00000106551,GM1969
ENSMUSG00000104388,GM37033
ENSMUSG00000105437,GM42450
ENSMUSG00000038855,ITPKB
ENSMUSG00000105926,GM43386
ENSMUSG00000117837,GM41821
ENSMUSG00000084292,GM13535
ENSMUSG00000081541,GM13940
ENSMUSG00000085845,GM13944
ENSMUSG00000105439,A230098N10RIK
ENSMUSG00000046215,RPRML
ENSMUSG00000027131,EMC4
ENSMUSG00000112330,GM3266
ENSMUSG00000026827,GPD2
ENSMUSG00000091606,IGHV2-1
ENSMUSG00000076633,IGHV5-2
ENSMUSG00000027016,ZFP385B
ENSMUSG00000085802,GM16059
ENSMUSG00000037640,ZFP60
ENSMUSG00000074876,SPATA5L1
ENSMUSG00000022433,CSNK1E
ENSMUSG00000026956,UAP1L1
ENSMUSG00000079501,GM5138
ENSMUSG00000103772,GM36933
ENSMUSG00000096464,IGHV2-2
ENSMUSG00000103123,GM37390
ENSMUSG00000055676,GM5069
ENSMUSG00000022973,SYNJ1
ENSMUSG00000030016,ZFP638
ENSMUSG00000103934,IGHV5-3
ENSMUSG00000030704,RAB6A
ENSMUSG00000027132,KATNBL1
ENSMUSG00000095612,IGHV5-4
ENSMUSG00000073686,GM10564
ENSMUSG00000103111,IGHV6-1
ENSMUSG00000108396,GM6905
ENSMUSG00000002372,RANBP3
ENSMUSG00000102852,GM37083
ENSMUSG00000001870,LTBP1
ENSMUSG00000102701,9430083B18RIK
ENSMUSG00000103631,GM38060
ENSMUSG00000094164,IGHV2-3
ENSMUSG00000117850,GM50443
ENSMUSG00000082227,OLFR1144-PS1
ENSMUSG00000116821,GM8538
ENSMUSG00000033207,MAMDC2
ENSMUSG00000022490,PPP1R1A
ENSMUSG00000068814,OLFR1145
ENSMUSG00000057499,GM6177
ENSMUSG00000081041,NLK-PS1
ENSMUSG00000048483,ZDHHC22
ENSMUSG00000083185,OLFR1146-PS1
ENSMUSG00000098098,BVHT
ENSMUSG00000020331,HCN2
ENSMUSG00000110230,GM45846
ENSMUSG00000033213,AA467197
ENSMUSG00000081908,OLFR1147-PS1
ENSMUSG00000097324,CARMN
ENSMUSG00000052707,TNRC6A
ENSMUSG00000090565,4930405O22RIK
ENSMUSG00000086680,GM11592
ENSMUSG00000059956,SERPINB12
ENSMUSG00000022466,RPAP3
ENSMUSG00000001441,NPEPPS
ENSMUSG00000096764,GM21985
ENSMUSG00000017740,SLC12A5
ENSMUSG00000026542,APCS
ENSMUSG00000068079,TCF15
ENSMUSG00000025271,PFKFB1
ENSMUSG00000044487,OLFR1112
ENSMUSG00000037924,OLFR16
ENSMUSG00000118092,GM50445
ENSMUSG00000081168,GM13730
ENSMUSG00000109143,GM10046
ENSMUSG00000054666,OLFR63
ENSMUSG00000081087,RPS15A-PS7
ENSMUSG00000104376,GM37516
ENSMUSG00000070857,OLFR1113
ENSMUSG00000097897,RPL31-PS25
ENSMUSG00000102688,GM37218
ENSMUSG00000106730,GM42472
ENSMUSG00000117397,GM4599
ENSMUSG00000102385,GM38144
ENSMUSG00000117507,GM50045
ENSMUSG00000061875,OLFR1148
ENSMUSG00000087011,GM12930
ENSMUSG00000117643,GM9390
ENSMUSG00000054181,A930012O16RIK
ENSMUSG00000028871,RSPO1
ENSMUSG00000095638,GM8888
ENSMUSG00000021208,IFI27L2B
ENSMUSG00000100556,GM28902
ENSMUSG00000082982,OLFR1149-PS1
ENSMUSG00000117438,RPSA-PS7
ENSMUSG00000078651,AOC2
ENSMUSG00000116202,RPL10A-PS3
ENSMUSG00000033061,RESP18
ENSMUSG00000111248,OLFR1114-PS1
ENSMUSG00000073371,GM6594
ENSMUSG00000027956,TMEM144
ENSMUSG00000030108,SLC6A13
ENSMUSG00000038304,CD160
ENSMUSG00000024578,IL17B
ENSMUSG00000094992,FBXW25
ENSMUSG00000102645,IGHV5-5
ENSMUSG00000118558,CT010569.1
ENSMUSG00000112637,GM48225
ENSMUSG00000115912,GM35569
ENSMUSG00000112391,GM48230
ENSMUSG00000117370,GM6235
ENSMUSG00000111932,GM18899
ENSMUSG00000116962,GM19000
ENSMUSG00000117389,GM50088
ENSMUSG00000112090,GM48231
ENSMUSG00000040699,LIMD2
ENSMUSG00000112302,GM48226
ENSMUSG00000096528,G430049J08RIK
ENSMUSG00000084835,GM12352
ENSMUSG00000043429,CCDC185
ENSMUSG00000027324,RPUSD2
ENSMUSG00000102778,GM38165
ENSMUSG00000062312,ERBB2
ENSMUSG00000108004,GM44080
ENSMUSG00000117469,GM50089
ENSMUSG00000081853,GM13735
ENSMUSG00000070853,OLFR1150-PS1
ENSMUSG00000047454,GPHN
ENSMUSG00000111687,OLFR956-PS1
ENSMUSG00000079017,IFI27L2A
ENSMUSG00000117256,GM5497
ENSMUSG00000047039,OLFR1151
ENSMUSG00000117225,GM49862
ENSMUSG00000070856,OLFR1115
ENSMUSG00000062649,OLFR44
ENSMUSG00000061740,CYP2D22
ENSMUSG00000117060,GM7253
ENSMUSG00000117014,GM9300
ENSMUSG00000085783,GM9816
ENSMUSG00000048775,SERPINB13
ENSMUSG00000001052,SEC24B
ENSMUSG00000034156,TSPOAP1
ENSMUSG00000021265,SLC25A29
ENSMUSG00000101925,GM28156
ENSMUSG00000096910,ZFP955B
ENSMUSG00000019326,AOC3
ENSMUSG00000035435,ABCA17
ENSMUSG00000091515,ZFP422-PS
ENSMUSG00000036718,MICALL2
ENSMUSG00000057123,GJA5
ENSMUSG00000009246,TRPM5
ENSMUSG00000082210,GM14382
ENSMUSG00000075480,GM10840
ENSMUSG00000033898,CFHR2
ENSMUSG00000021363,MAK
ENSMUSG00000117472,GM4601
ENSMUSG00000107504,GM35549
ENSMUSG00000028749,PLA2G2F
ENSMUSG00000118252,GM5521
ENSMUSG00000037139,MYOM3
ENSMUSG00000087223,4930442L01RIK
ENSMUSG00000117399,GM19689
ENSMUSG00000109814,GM45847
ENSMUSG00000094649,GM7102
ENSMUSG00000100154,GM29052
ENSMUSG00000028096,GPR89
ENSMUSG00000046603,TCAIM
ENSMUSG00000117509,GM46606
ENSMUSG00000083991,GM11618
ENSMUSG00000104210,GM37984
ENSMUSG00000053963,STUM
ENSMUSG00000082478,GM11619
ENSMUSG00000024232,BAMBI
ENSMUSG00000118571,AL590969.1
ENSMUSG00000024247,PKDCC
ENSMUSG00000056220,PLA2G4A
ENSMUSG00000038349,PLCL1
ENSMUSG00000034390,CMIP
ENSMUSG00000005947,ITGAE
ENSMUSG00000105672,GM42816
ENSMUSG00000042389,TSEN2
ENSMUSG00000106545,GM33952
ENSMUSG00000117454,GM50090
ENSMUSG00000038576,SUSD4
ENSMUSG00000117772,GM50333
ENSMUSG00000105938,GM33866
ENSMUSG00000117506,GM50091
ENSMUSG00000027855,SYCP1
ENSMUSG00000020193,ZPBP
ENSMUSG00000085279,GM15965
ENSMUSG00000087354,4930404I05RIK
ENSMUSG00000086942,GM15489
ENSMUSG00000087102,GM13661
ENSMUSG00000030868,DCTN5
ENSMUSG00000017550,ATAD5
ENSMUSG00000102145,GM38056
ENSMUSG00000100309,GM6644
ENSMUSG00000027438,NAPB
ENSMUSG00000102831,GM37382
ENSMUSG00000025746,IL6
ENSMUSG00000020545,LRRC72
ENSMUSG00000027122,ARL14EP
ENSMUSG00000020486,SEPT4
ENSMUSG00000105385,9230114J08RIK
ENSMUSG00000049908,GJA8
ENSMUSG00000075705,MSRB1
ENSMUSG00000082875,GM12598
ENSMUSG00000092617,GM8412
ENSMUSG00000026463,ATP2B4
ENSMUSG00000081325,GM12599
ENSMUSG00000092182,GM20407
ENSMUSG00000041115,IQSEC2
ENSMUSG00000097767,MIAT
ENSMUSG00000027014,CWC22
ENSMUSG00000020191,SPATA48
ENSMUSG00000025269,APEX2
ENSMUSG00000074506,GM10705
ENSMUSG00000111308,GM48710
ENSMUSG00000104766,4930573H18RIK
ENSMUSG00000069631,STRADA
ENSMUSG00000117463,RPL7A-PS6
ENSMUSG00000112506,GM48224
ENSMUSG00000109227,GM29791
ENSMUSG00000117395,GM7378
ENSMUSG00000117565,GM6248
ENSMUSG00000116625,GM8134
ENSMUSG00000002580,MIEN1
ENSMUSG00000118188,GM50123
ENSMUSG00000098244,GM26928
ENSMUSG00000025077,DCLRE1A
ENSMUSG00000117929,GM6663
ENSMUSG00000099474,1700097N02RIK
ENSMUSG00000118013,GM31706
ENSMUSG00000026836,ACVR1
ENSMUSG00000021190,LGMN
ENSMUSG00000107139,GM42475
ENSMUSG00000019944,RHOBTB1
ENSMUSG00000103338,OLFR1409-PS1
ENSMUSG00000118284,GM41562
ENSMUSG00000118382,GM8373
ENSMUSG00000030966,TRIM21
ENSMUSG00000074698,CSNK2A1
ENSMUSG00000118341,GM50252
ENSMUSG00000062527,OLFR1408
ENSMUSG00000118281,GM50242
ENSMUSG00000102608,GM37267
ENSMUSG00000029822,OSBPL3
ENSMUSG00000020265,SUMO3
ENSMUSG00000033826,DNAH8
ENSMUSG00000069539,SCYL2
ENSMUSG00000097986,GM26953
ENSMUSG00000104503,GM37738
ENSMUSG00000046598,BDH1
ENSMUSG00000103505,GM38374
ENSMUSG00000027357,CRLS1
ENSMUSG00000108514,2310001K20RIK
ENSMUSG00000108771,GM45210
ENSMUSG00000025754,AGBL1
ENSMUSG00000026219,TRIP12
ENSMUSG00000083920,GM14987
ENSMUSG00000041961,ZNRF3
ENSMUSG00000081456,GM7781
ENSMUSG00000083024,GM14982
ENSMUSG00000019302,ATP6V0A1
ENSMUSG00000084256,GM14976
ENSMUSG00000078622,CCDC47
ENSMUSG00000083999,GM7790
ENSMUSG00000083369,GM15332
ENSMUSG00000092495,GM20405
ENSMUSG00000081966,GM13900
ENSMUSG00000015002,EFR3A
ENSMUSG00000082066,GM13904
ENSMUSG00000027120,FSHB
ENSMUSG00000116910,GM49670
ENSMUSG00000051373,PLPP7
ENSMUSG00000022883,ROBO1
ENSMUSG00000112107,GM47560
ENSMUSG00000112286,GM47561
ENSMUSG00000106136,4933408A14RIK
ENSMUSG00000083181,GM13903
ENSMUSG00000105525,GM42976
ENSMUSG00000113265,GM30198
ENSMUSG00000108162,GM20589
ENSMUSG00000099714,GM20587
ENSMUSG00000056821,1700028I16RIK
ENSMUSG00000009293,UBE2G2
ENSMUSG00000048578,MLEC
ENSMUSG00000059326,CSF2RA
ENSMUSG00000067219,NIPAL1
ENSMUSG00000060739,NSA2
ENSMUSG00000042604,KCNA4
ENSMUSG00000086758,GM13912
ENSMUSG00000083590,GM13916
ENSMUSG00000040732,ERG
ENSMUSG00000050312,NSUN3
ENSMUSG00000102121,GM28065
ENSMUSG00000117747,GM50438
ENSMUSG00000024614,TMX3
ENSMUSG00000094951,IGHV5-6
ENSMUSG00000045752,TSSC4
ENSMUSG00000108326,GM17838
ENSMUSG00000041202,PLA2G2D
ENSMUSG00000104103,GM9517
ENSMUSG00000098009,GM5597
ENSMUSG00000108665,GM44897
ENSMUSG00000102848,IGHV5-7
ENSMUSG00000048400,PRSS54
ENSMUSG00000108756,GM44894
ENSMUSG00000112241,GM49325
ENSMUSG00000108474,GM44895
ENSMUSG00000021665,HEXB
ENSMUSG00000108581,GM44896
ENSMUSG00000108519,4833421K07RIK
ENSMUSG00000094256,RPL21-PS7
ENSMUSG00000063297,LUZP2
ENSMUSG00000078650,G6PC
ENSMUSG00000020705,DDX42
ENSMUSG00000025915,SGK3
ENSMUSG00000037463,FBXO27
ENSMUSG00000031959,WDR59
ENSMUSG00000019907,PPP1R12A
ENSMUSG00000106146,GM43045
ENSMUSG00000105269,GM42999
ENSMUSG00000105234,4930459L07RIK
ENSMUSG00000026737,PIP4K2A
ENSMUSG00000117740,GM4242
ENSMUSG00000100557,1700029E06RIK
ENSMUSG00000050910,CDR2L
ENSMUSG00000097934,6720483E21RIK
ENSMUSG00000102291,GM37542
ENSMUSG00000109756,GM5339
ENSMUSG00000104496,GM5837
ENSMUSG00000089991,GM16332
ENSMUSG00000050107,HASPIN
ENSMUSG00000079164,TLR5
ENSMUSG00000073975,OLFR550
ENSMUSG00000086645,GM15743
ENSMUSG00000084228,GM8080
ENSMUSG00000084043,GM13732
ENSMUSG00000048997,ATXN7L2
ENSMUSG00000086575,GM14104
ENSMUSG00000057762,GM6169
ENSMUSG00000070855,OLFR1116
ENSMUSG00000044594,SERPINB3A
ENSMUSG00000027326,KNL1
ENSMUSG00000073420,BTNL5-PS
ENSMUSG00000092604,GM20508
ENSMUSG00000082225,GM13728
ENSMUSG00000066680,OLFR1407-PS1
ENSMUSG00000041817,FAM169A
ENSMUSG00000025931,PAQR8
ENSMUSG00000104367,GM38079
ENSMUSG00000116113,GM49545
ENSMUSG00000118105,GM17814
ENSMUSG00000089732,OLFR1117-PS1
ENSMUSG00000003420,FCGRT
ENSMUSG00000082056,GM13745
ENSMUSG00000045225,OLFR1152
ENSMUSG00000022629,KIF21A
ENSMUSG00000083020,GM15331
ENSMUSG00000018858,MRPL58
ENSMUSG00000000385,TMPRSS2
ENSMUSG00000115234,GM49130
ENSMUSG00000092618,BTNL6
ENSMUSG00000027643,GHRH
ENSMUSG00000058017,SERPINB3D
ENSMUSG00000024579,PCYOX1L
ENSMUSG00000000127,FER
ENSMUSG00000040752,MYH6
ENSMUSG00000042700,SIPA1L1
ENSMUSG00000073974,OLFR551
ENSMUSG00000087353,GM13727
ENSMUSG00000056116,H2-T22
ENSMUSG00000114155,GM7986
ENSMUSG00000048197,OLFR1153
ENSMUSG00000083884,GM15388
ENSMUSG00000068011,MKRN2OS
ENSMUSG00000043398,GPR135
ENSMUSG00000086971,4930527B05RIK
ENSMUSG00000049971,GLT1D1
ENSMUSG00000087534,GM11418
ENSMUSG00000075146,OLFR1154
ENSMUSG00000038446,CDC40
ENSMUSG00000020704,ASIC2
ENSMUSG00000024440,PCDH12
ENSMUSG00000078686,MUP9
ENSMUSG00000073601,SERPINB3C
ENSMUSG00000075145,OLFR1155
ENSMUSG00000102509,GM37368
ENSMUSG00000051705,SENP8
ENSMUSG00000003929,ZFP81
ENSMUSG00000024580,GRPEL2
ENSMUSG00000091922,GM17409
ENSMUSG00000020706,FTSJ3
ENSMUSG00000113832,GM40392
ENSMUSG00000109947,GM45669
ENSMUSG00000099950,9130227L01RIK
ENSMUSG00000082113,GM13915
ENSMUSG00000083347,GM13913
ENSMUSG00000073602,SERPINB3B
ENSMUSG00000019718,L3HYPDH
ENSMUSG00000102491,GM36986
ENSMUSG00000019539,RCN3
ENSMUSG00000116518,GM49494
ENSMUSG00000113383,GM47267
ENSMUSG00000058981,OLFR1406
ENSMUSG00000026439,RBBP5
ENSMUSG00000115856,GM18095
ENSMUSG00000075144,OLFR1156
ENSMUSG00000116478,GM18890
ENSMUSG00000108325,GM44898
ENSMUSG00000037438,UQCRH-PS1
ENSMUSG00000048856,SLC25A47
ENSMUSG00000020380,RAD50
ENSMUSG00000116141,GM49495
ENSMUSG00000116880,GM49634
ENSMUSG00000075143,OLFR1157
ENSMUSG00000039754,ALKBH4
ENSMUSG00000084288,GM5228
ENSMUSG00000110652,GM33023
ENSMUSG00000116255,GM20564
ENSMUSG00000085072,ICT1OS
ENSMUSG00000116611,4930404A05RIK
ENSMUSG00000082492,GM14871
ENSMUSG00000031880,RRAD
ENSMUSG00000095322,OLFR957
ENSMUSG00000085543,GM13568
ENSMUSG00000105362,GM43474
ENSMUSG00000081114,GM15390
ENSMUSG00000086714,0610009E02RIK
ENSMUSG00000046643,OLFR218
ENSMUSG00000080729,GM8084
ENSMUSG00000029416,SLC15A4
ENSMUSG00000073973,OLFR552
ENSMUSG00000090622,A930033H14RIK
ENSMUSG00000050853,OLFR958
ENSMUSG00000034566,ATP5H
ENSMUSG00000055240,ZFP101
ENSMUSG00000094928,1700122O11RIK
ENSMUSG00000032478,NME6
ENSMUSG00000024233,LYZL1
ENSMUSG00000073633,FBXO36
ENSMUSG00000026923,NOTCH1
ENSMUSG00000059366,OLFR959
ENSMUSG00000108744,GM9367
ENSMUSG00000073972,OLFR553
ENSMUSG00000117308,GM20596
ENSMUSG00000108363,GM44615
ENSMUSG00000022994,ADCY6
ENSMUSG00000085867,GM5834
ENSMUSG00000100929,GM28064
ENSMUSG00000026736,4930426L09RIK
ENSMUSG00000083281,GM13332
ENSMUSG00000078685,MUP-PS4
ENSMUSG00000106452,GM43749
ENSMUSG00000046909,TEFM
ENSMUSG00000045211,NUDT18
ENSMUSG00000094202,MUP-PS26
ENSMUSG00000103261,GM36981
ENSMUSG00000073647,GM10557
ENSMUSG00000030598,FBXO17
ENSMUSG00000117482,GM7400
ENSMUSG00000063019,MANBAL
ENSMUSG00000020703,5530401A14RIK
ENSMUSG00000073971,OLFR554
ENSMUSG00000102905,GM38266
ENSMUSG00000116689,4930405D01RIK
ENSMUSG00000103691,GM38019
ENSMUSG00000087452,GM11998
ENSMUSG00000097383,1500026H17RIK
ENSMUSG00000042333,TNFRSF14
ENSMUSG00000085130,GM11417
ENSMUSG00000116977,GM49637
ENSMUSG00000112294,GM4129
ENSMUSG00000025470,ZFP511
ENSMUSG00000082027,GM11416
ENSMUSG00000110251,GM2996
ENSMUSG00000032601,PRKAR2A
ENSMUSG00000116629,GM49638
ENSMUSG00000112879,GM47726
ENSMUSG00000080980,1700071K01RIK
ENSMUSG00000116912,GM5487
ENSMUSG00000020124,USP15
ENSMUSG00000083441,GM15329
ENSMUSG00000041809,EFHC1
ENSMUSG00000092519,ACTL9
ENSMUSG00000061728,BTNL7-PS
ENSMUSG00000086507,ADAP2OS
ENSMUSG00000032333,STOML1
ENSMUSG00000005802,SLC30A4
ENSMUSG00000020709,ADAP2
ENSMUSG00000107984,GM5306
ENSMUSG00000099701,GM19136
ENSMUSG00000107994,D830050J10RIK
ENSMUSG00000107949,GM44157
ENSMUSG00000032624,EML4
ENSMUSG00000081805,GM14335
ENSMUSG00000047036,ZFP445
ENSMUSG00000000439,MKRN2
ENSMUSG00000097028,PTGS2OS
ENSMUSG00000029177,CENPA
ENSMUSG00000053835,H2-T24
ENSMUSG00000037544,DLGAP5
ENSMUSG00000117510,GM50032
ENSMUSG00000117512,GM7156
ENSMUSG00000084996,GM11419
ENSMUSG00000025474,TUBGCP2
ENSMUSG00000117492,GM19052
ENSMUSG00000109297,GM31522
ENSMUSG00000117552,GM5686
ENSMUSG00000117363,GM50033
ENSMUSG00000035385,CCL2
ENSMUSG00000039804,NCOA5
ENSMUSG00000092368,A930015D03RIK
ENSMUSG00000041193,PLA2G5
ENSMUSG00000087017,4930417H01RIK
ENSMUSG00000067212,H2-T23
ENSMUSG00000026888,GRB14
ENSMUSG00000081436,GM5912
ENSMUSG00000000441,RAF1
ENSMUSG00000110447,GM31518
ENSMUSG00000111325,GM47140
ENSMUSG00000032487,PTGS2
ENSMUSG00000117495,GM4125
ENSMUSG00000116567,GM49639
ENSMUSG00000103166,GM10537
ENSMUSG00000112985,GM48556
ENSMUSG00000116662,GM46541
ENSMUSG00000028833,NCDN
ENSMUSG00000021532,FASTKD3
ENSMUSG00000100830,GM28441
ENSMUSG00000022911,ARL13B
ENSMUSG00000100220,GM29331
ENSMUSG00000095866,IGHV2-4
ENSMUSG00000068085,CYP2D11
ENSMUSG00000045594,GLB1
ENSMUSG00000098702,1500015A07RIK
ENSMUSG00000095285,IGHV5-9
ENSMUSG00000020042,BTBD11
ENSMUSG00000033032,AFAP1L1
ENSMUSG00000030867,PLK1
ENSMUSG00000084025,GM6276
ENSMUSG00000022967,IFNAR1
ENSMUSG00000047854,STX19
ENSMUSG00000118589,CR974473.1
ENSMUSG00000085154,C130046K22RIK
ENSMUSG00000050410,TCF19
ENSMUSG00000020946,GOSR2
ENSMUSG00000058908,PLA2G2A
ENSMUSG00000019948,ACTR6
ENSMUSG00000083697,GM13914
ENSMUSG00000083424,RPL35A-PS4
ENSMUSG00000063684,GM13910
ENSMUSG00000116976,4930500H12RIK
ENSMUSG00000087544,GM13923
ENSMUSG00000036197,GXYLT1
ENSMUSG00000097487,PTGES3L
ENSMUSG00000030604,ZFP626
ENSMUSG00000092042,GM17163
ENSMUSG00000078779,ZFP59
ENSMUSG00000016940,KCTD2
ENSMUSG00000111914,GM8796
ENSMUSG00000108688,GM44985
ENSMUSG00000079235,CCDC13
ENSMUSG00000112034,GM48363
ENSMUSG00000112668,GM48376
ENSMUSG00000114385,GM48344
ENSMUSG00000112523,GM48377
ENSMUSG00000035373,CCL7
ENSMUSG00000044424,GM9493
ENSMUSG00000024235,MAP3K8
ENSMUSG00000117944,GM50422
ENSMUSG00000033053,1700028P14RIK
ENSMUSG00000062511,4930512M02RIK
ENSMUSG00000040312,CCHCR1
ENSMUSG00000086794,GM11642
ENSMUSG00000104432,A430027C01RIK
ENSMUSG00000073970,OLFR555
